DG6,VSS,GND,10038.2,10041.2,Power,
DG8,VSS,GND,9388.2,10041.2,Power,
DG9,VSS,GND,8738.2,10041.2,Power,
DG11,VSS,GND,8088.2,10041.2,Power,
DG12,VSS,GND,7438.2,10041.2,Power,
DG51,VSS,GND,-8152.8,9910.1,Power,
DG55,VSS,GND,-9750,9895,Power,
DH4,VSS,GND,10727,10481.2,Power,
DH54,VSS,GND,-9236.2,10543.9,Power,
DJ47,VSS,GND,-6428,10868.9,Power,
DJ57,VSS,GND,-10442,10868.9,Power,
DJ59,VSS,GND,-11377,10868.9,Power,
DK14,VSS,GND,6746.7,11320.7,Power,
DK54,VSS,GND,-9236.2,11193.9,Power,
DL10,VSS,GND,8538.2,11746.2,Power,
DL11,VSS,GND,7888.2,11746.2,Power,
DL13,VSS,GND,7238.2,11746.2,Power,
DM4,VSS,GND,10883.2,11986.2,Power,
DM6,VSS,GND,9933,11986.2,Power,
DM41,VSS,GND,-3917.4,11801.4,Power,
DM46,VSS,GND,-5882.2,12167.8,Power,
DM48,VSS,GND,-6983.6,12167.8,Power,
DM51,VSS,GND,-8152.8,11827.7,Power,
DM55,VSS,GND,-9750,11842.8,Power,
DM58,VSS,GND,-10919.6,12167.8,Power,
DM61,VSS,GND,-11940,12167.8,Power,
DN8,VSS,GND,9188.2,12597.2,Power,
DN13,VSS,GND,7238.2,12597.2,Power,
DN40,VSS,GND,-3425.9,12226.9,Power,
DP46,VSS,GND,-5867.4,12822.4,Power,
DP49,VSS,GND,-7167.4,12822.4,Power,
DT8,VSS,GND,9188.2,13448.2,Power,
DT13,VSS,GND,7238.2,13448.2,Power,
DT52,VSS,GND,-8467.4,13503.4,Power,
DV4,VSS,GND,10883.2,14456.4,Power,
DV6,VSS,GND,9933,14456.4,Power,
DV8,VSS,GND,9188.2,14299.2,Power,
DV13,VSS,GND,7238.2,14299.2,Power,
DV44,VSS,GND,-5217.4,14354.4,Power,
DV49,VSS,GND,-7167.4,14354.4,Power,
DV56,VSS,GND,-9932.5,14327.1,Power,
DV58,VSS,GND,-10883.2,14327.1,Power,
DW14,VSS,GND,6746.7,14724.7,Power,
DW25,VSS,GND,2591.7,14765.9,Power,
DW35,VSS,GND,-1412.3,14765.9,Power,
DY8,VSS,GND,9188.2,15150.2,Power,
DY13,VSS,GND,7238.2,15150.2,Power,
DY33,VSS,GND,-911.8,15180.9,Power,
DY36,VSS,GND,-1912.8,15180.9,Power,
DY38,VSS,GND,-2913.8,15180.9,Power,
DY52,VSS,GND,-8467.4,15205.4,Power,

EB8,VSS,GND,9188.2,16001.2,Power,
EB13,VSS,GND,7238.2,16001.2,Power,
EB26,VSS,GND,2091.2,15830.9,Power,
EB31,VSS,GND,89.2,15830.9,Power,
EC21,VSS,GND,4093.2,16480.9,Power,
EC28,VSS,GND,1090.2,16480.9,Power,
ED4,VSS,GND,10883.2,16926.6,Power,
ED6,VSS,GND,9933,16926.6,Power,
ED8,VSS,GND,9188.2,16852.2,Power,
ED13,VSS,GND,7238.2,16852.2,Power,
ED56,VSS,GND,-9932.5,16805.3,Power,
ED58,VSS,GND,-10883.2,16805.3,Power,
ED60,VSS,GND,-11558.2,16805.3,Power,
EE16,VSS,GND,6095.2,17130.9,Power,
EE43,VSS,GND,-4915.8,17130.9,Power,
EE51,VSS,GND,-7918.8,17130.9,Power,
EF8,VSS,GND,9188.2,17703.2,Power,
EF13,VSS,GND,7238.2,17703.2,Power,
EH8,VSS,GND,9188.2,18554.2,Power,
EH13,VSS,GND,7238.2,18554.2,Power,
EK21,VSS,GND,4093.2,19080.9,Power,
EK28,VSS,GND,1090.2,19080.9,Power,
EK36,VSS,GND,-1912.8,19080.9,Power,
EK43,VSS,GND,-4915.8,19080.9,Power,
EK51,VSS,GND,-7918.8,19080.9,Power,
EK56,VSS,GND,-9932.5,19308.5,Power,
EK58,VSS,GND,-10883.2,19308.5,Power,
EL4,VSS,GND,10883.2,19421.8,Power,
EL6,VSS,GND,9933,19421.8,Power,
EL8,VSS,GND,9188.2,19405.2,Power,
EL13,VSS,GND,7238.2,19405.2,Power,
EN8,VSS,GND,9188.2,20256.2,Power,
EN13,VSS,GND,7238.2,20256.2,Power,
EP14,VSS,GND,6746.7,20681.7,Power,
ER1,VSS,GND,11940,21373.5,Power,
ER3,VSS,GND,11290,21373.5,Power,
ER8,VSS,GND,9188.2,21107.2,Power,
ER13,VSS,GND,7238.2,21107.2,Power,
ER21,VSS,GND,4093.2,21030.9,Power,
ER28,VSS,GND,1090.2,21030.9,Power,
ER36,VSS,GND,-1912.8,21030.9,Power,
ER43,VSS,GND,-4915.8,21030.9,Power,
ER51,VSS,GND,-7918.8,21030.9,Power,
ER61,VSS,GND,-11940,21380,Power,
EU8,VSS,GND,9140.2,21943.2,Power,
EU11,VSS,GND,8095.2,22035.3,Power,
EU56,VSS,GND,-10073.8,21807.5,Power,
EU58,VSS,GND,-10986.9,21948.8,Power,
EV4,VSS,GND,10662,22511.8,Power,
EV14,VSS,GND,6803.6,22432.9,Power,
EV20,VSS,GND,4330.9,22432.9,Power,
EV26,VSS,GND,1807.2,22432.9,Power,
EV33,VSS,GND,-671,22432.9,Power,
EV39,VSS,GND,-3149.2,22432.9,Power,
EV45,VSS,GND,-5627.4,22432.9,Power,
EV52,VSS,GND,-8268.4,22432.9,Power,
EV59,VSS,GND,-11311.9,22511.8,Power,
EW61,VSS,GND,-11940,22680,Power,
EY3,VSS,GND,11312,23162,Power,
EY4,VSS,GND,10662,23162,Power,
EY6,VSS,GND,10011.8,23161.9,Power,
EY9,VSS,GND,8658.4,23030.3,Power,
EY14,VSS,GND,6803.6,23383.1,Power,
EY20,VSS,GND,4333.4,23383.1,Power,
EY26,VSS,GND,1827.2,23383.1,Power,
EY33,VSS,GND,-651,23383.1,Power,
EY39,VSS,GND,-3129.2,23383.1,Power,
EY45,VSS,GND,-5607.4,23383.1,Power,
EY52,VSS,GND,-8248.4,23383.1,Power,
EY56,VSS,GND,-10011.8,23162,Power,
EY58,VSS,GND,-10662,23162,Power,
EY59,VSS,GND,-11312,23162,Power,
FA7,VSS,GND,9448.8,23486.9,Power,
FA40,VSS,GND,-3716.4,23662.2,Power,
FB1,VSS,GND,11940,23980.5,Power,
FB14,VSS,GND,6801.1,24114.9,Power,
FB26,VSS,GND,1827.2,24058.1,Power,
FB42,VSS,GND,-4330,23958.8,Power,
FB48,VSS,GND,-6870,23958.8,Power,
FB59,VSS,GND,-11312,23812,Power,
FB61,VSS,GND,-11940,23980,Power,
FC2,VSS,GND,11480,24440,Power,
FC55,VSS,GND,-9530,24440,Power,
FC56,VSS,GND,-10180,24440,Power,
FC58,VSS,GND,-10830,24440,Power,
FC60,VSS,GND,-11480.5,24440,Power,
AL3,VSS,GND,11290,-12593.8,Power,
AY12,VSS,GND,7438.2,-8680.8,Power ,
DV46,VSS,GND,-5867.4,14354.4,PCH Debug,
BB11,VSS,GND,8088.2,-7829.8,GND,Please See Note Tab
BE11,VSS,GND,8088.2,-6978.8,GND,Please See Note Tab
